Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
58,non-binary,91813,doctorate,7,swimming,4977,suburban,155,132,summer,1,1,0
57,female,119304,doctorate,2,swimming,3763,suburban,86,20,spring,0,0,0
48,non-binary,92720,high school,5,swimming,645,suburban,166,47,fall,1,1,0
32,male,47465,doctorate,2,sunbathing,2491,suburban,297,160,winter,0,1,0
67,non-binary,22416,doctorate,2,skiing,4338,rural,137,295,spring,1,1,1
19,male,29533,bachelor,0,hiking,4256,suburban,139,238,fall,1,1,1
48,male,76641,master,8,skiing,3754,suburban,262,32,fall,0,0,0
43,female,43245,bachelor,3,skiing,3364,urban,239,47,fall,1,0,0
19,non-binary,100439,master,4,hiking,4534,suburban,271,238,winter,0,1,0
28,male,109364,master,3,swimming,747,suburban,9,159,winter,1,0,0
50,male,30483,high school,3,hiking,1910,urban,118,265,fall,1,1,1
35,male,61406,master,8,skiing,2596,rural,197,293,spring,1,1,1
38,male,112840,high school,5,swimming,624,suburban,111,136,fall,1,1,0
48,female,61132,doctorate,2,skiing,2081,rural,66,298,summer,0,1,1
43,male,81182,bachelor,6,hiking,3816,rural,74,291,fall,1,0,1
47,male,119252,doctorate,7,swimming,3415,urban,36,276,summer,1,0,0
56,female,36211,high school,3,skiing,3603,urban,59,274,summer,1,0,1
38,female,20646,doctorate,6,skiing,840,suburban,184,250,spring,0,0,1
66,female,108945,master,4,skiing,1526,urban,93,59,winter,0,1,0
33,male,29435,bachelor,2,hiking,2209,urban,299,56,spring,1,0,0
24,male,50099,master,9,hiking,1365,suburban,278,207,summer,0,1,0
39,non-binary,41535,bachelor,6,skiing,2131,urban,143,151,spring,1,0,1
24,non-binary,22450,high school,4,hiking,4708,rural,206,10,summer,0,0,0
19,non-binary,106811,high school,2,skiing,4416,suburban,62,122,spring,1,1,1
54,female,113400,high school,7,skiing,1735,rural,27,180,spring,1,0,1
31,non-binary,88437,doctorate,6,swimming,2608,rural,23,8,spring,1,1,0
25,non-binary,60769,high school,1,skiing,3727,urban,190,236,winter,1,1,1
46,female,58612,master,3,skiing,2502,rural,229,256,summer,0,0,1
61,male,38117,master,5,skiing,1646,suburban,241,144,spring,0,0,0
24,female,56832,high school,1,swimming,3723,rural,4,35,winter,1,0,0
55,non-binary,52297,doctorate,7,hiking,3783,urban,188,110,summer,1,1,0
62,non-binary,44045,high school,5,skiing,1558,rural,248,281,fall,0,1,1
39,female,63829,doctorate,0,hiking,574,suburban,230,177,summer,0,0,0
61,female,88418,high school,2,skiing,4457,urban,275,196,spring,1,0,0
34,non-binary,27743,bachelor,8,swimming,4165,rural,56,196,spring,1,0,0
33,female,64567,master,8,hiking,4399,rural,169,276,spring,0,0,1
50,non-binary,112825,high school,9,hiking,1912,urban,132,148,winter,1,1,1
56,non-binary,31279,bachelor,4,sunbathing,2087,rural,33,17,spring,1,1,0
52,non-binary,83443,master,4,hiking,3155,rural,162,271,summer,0,1,1
55,male,110654,master,6,sunbathing,1508,rural,67,187,winter,0,0,0
49,female,54562,bachelor,3,sunbathing,1872,urban,241,113,spring,0,1,0
20,female,88430,bachelor,7,hiking,3007,rural,228,2,winter,0,1,0
20,non-binary,42007,master,7,hiking,2645,suburban,164,157,winter,0,1,0
25,male,91562,bachelor,6,hiking,3591,rural,103,49,spring,0,1,0
63,female,66863,doctorate,9,skiing,4746,urban,220,172,fall,1,1,0
48,female,38802,master,3,sunbathing,4590,rural,287,44,fall,1,0,0
26,male,42504,master,0,sunbathing,3251,urban,76,299,fall,1,0,0
22,female,30346,high school,2,hiking,4645,rural,228,37,spring,0,1,0
45,female,59542,master,0,sunbathing,4138,suburban,248,164,winter,1,1,0
32,female,67480,high school,6,swimming,2496,rural,121,21,winter,0,1,0
66,male,68199,doctorate,0,swimming,4043,urban,110,30,spring,1,1,0
44,male,56538,bachelor,7,hiking,4856,rural,266,122,spring,1,1,0
59,non-binary,89544,doctorate,4,sunbathing,1296,suburban,197,169,winter,0,0,0
48,non-binary,44532,master,4,swimming,3497,suburban,253,46,spring,1,1,0
57,non-binary,23309,master,0,swimming,700,urban,178,67,fall,0,1,0
35,female,37418,bachelor,0,hiking,4410,rural,52,124,winter,1,1,1
55,non-binary,119014,doctorate,1,swimming,4952,rural,182,63,spring,0,1,0
66,non-binary,88293,doctorate,2,sunbathing,4338,suburban,68,117,summer,1,1,0
21,non-binary,91064,master,0,skiing,2056,urban,181,198,winter,1,1,1
38,non-binary,101503,high school,0,skiing,833,urban,251,279,fall,1,1,1
64,non-binary,102336,master,0,sunbathing,1146,urban,2,223,fall,1,0,0
59,female,89982,master,1,swimming,4198,suburban,280,176,spring,0,1,0
40,male,69807,bachelor,7,sunbathing,2094,suburban,36,293,summer,0,0,0
62,female,85443,master,0,hiking,3322,urban,174,276,winter,1,0,1
39,male,112688,bachelor,7,swimming,1612,rural,228,4,spring,1,0,0
18,non-binary,77004,doctorate,5,swimming,1235,suburban,243,28,spring,1,1,0
42,female,41401,master,4,hiking,2321,rural,299,260,fall,1,1,0
58,non-binary,61878,doctorate,8,skiing,1844,rural,205,75,summer,1,0,0
45,female,65283,doctorate,0,swimming,4404,suburban,258,137,summer,0,0,0
54,female,94668,doctorate,0,skiing,3415,suburban,289,171,winter,1,1,0
28,non-binary,81936,doctorate,9,skiing,1927,rural,79,211,winter,0,0,1
39,non-binary,81358,doctorate,3,sunbathing,2463,urban,196,178,summer,1,1,0
42,male,42768,bachelor,8,skiing,2009,suburban,34,286,summer,1,0,1
38,non-binary,63703,bachelor,3,skiing,2299,rural,0,48,fall,1,0,1
53,male,59690,doctorate,8,hiking,1156,urban,282,229,winter,0,0,0
37,non-binary,98195,doctorate,8,hiking,4689,suburban,41,148,summer,0,1,1
33,male,70409,bachelor,8,sunbathing,2697,urban,145,9,spring,1,1,0
45,female,24722,master,1,swimming,2809,urban,79,41,winter,1,1,0
46,female,59453,doctorate,2,sunbathing,3830,rural,129,0,fall,1,0,0
67,non-binary,44344,doctorate,0,hiking,1602,urban,193,131,summer,1,0,0
43,female,86923,master,5,skiing,2198,urban,158,44,spring,0,1,0
57,non-binary,85665,doctorate,5,swimming,3693,suburban,249,282,winter,1,1,0
19,non-binary,85218,high school,7,swimming,3071,rural,145,131,winter,1,1,0
66,non-binary,119588,high school,0,sunbathing,4491,rural,118,297,summer,0,0,0
27,male,39265,doctorate,8,swimming,3606,rural,78,182,summer,1,0,0
30,male,84222,master,8,hiking,3465,urban,18,235,winter,0,1,1
32,non-binary,41695,bachelor,5,sunbathing,4633,urban,241,96,winter,1,1,0
26,female,48950,high school,8,hiking,4030,urban,82,267,winter,1,0,1
44,female,86961,master,2,swimming,1712,suburban,279,231,spring,0,1,0
25,female,29674,doctorate,3,skiing,2674,rural,283,141,summer,0,1,0
23,male,56409,high school,9,hiking,4078,rural,142,60,fall,1,0,0
53,male,105307,bachelor,3,hiking,1614,rural,161,292,summer,1,0,1
67,male,71652,bachelor,4,skiing,4371,urban,228,182,winter,1,0,0
41,female,82274,bachelor,0,sunbathing,644,rural,289,96,spring,0,1,0
20,female,100391,doctorate,2,swimming,1290,rural,27,15,spring,0,0,0
43,female,72133,high school,9,skiing,2474,suburban,117,232,winter,0,0,1
53,female,72121,doctorate,1,swimming,2678,rural,195,177,winter,0,1,0
38,male,48383,master,5,skiing,2546,suburban,93,173,summer,1,1,1
30,non-binary,63583,high school,4,swimming,1343,suburban,146,256,winter,0,0,0
69,female,73196,master,9,hiking,2798,rural,66,56,fall,1,0,0
28,female,115476,bachelor,7,hiking,4432,rural,165,237,spring,0,0,1
25,male,98450,high school,6,swimming,1109,suburban,38,298,winter,1,1,0
63,male,58526,doctorate,0,sunbathing,4952,urban,283,1,summer,1,0,0
63,female,99689,bachelor,3,skiing,4072,suburban,278,292,summer,1,1,1
65,non-binary,105632,doctorate,7,hiking,2294,suburban,265,284,winter,0,0,1
31,male,119838,bachelor,0,sunbathing,3722,urban,64,226,winter,0,0,0
50,male,61098,high school,1,skiing,3659,suburban,177,195,summer,0,1,1
19,male,40988,doctorate,2,skiing,2192,urban,182,211,spring,1,1,1
69,male,21920,high school,9,skiing,3730,suburban,218,69,spring,1,0,0
18,female,67296,doctorate,8,hiking,4966,suburban,183,47,summer,0,1,0
28,female,71633,doctorate,2,sunbathing,3589,suburban,216,43,summer,1,1,0
23,female,107364,bachelor,8,hiking,607,suburban,228,215,summer,0,1,0
49,non-binary,21533,high school,0,skiing,2980,urban,32,107,summer,1,1,1
32,male,32635,doctorate,2,swimming,3791,suburban,278,36,winter,0,0,0
29,male,59867,master,7,skiing,4320,suburban,135,129,spring,0,1,0
54,male,60868,doctorate,5,sunbathing,993,suburban,80,171,spring,0,1,0
46,female,40630,master,0,hiking,3311,urban,55,265,summer,1,0,1
61,male,103460,master,6,swimming,1562,rural,121,22,fall,0,1,0
39,female,107382,doctorate,6,swimming,965,rural,93,210,winter,0,0,0
63,female,44791,bachelor,9,hiking,1411,rural,293,189,fall,0,1,0
31,non-binary,52251,high school,8,hiking,1211,urban,60,172,winter,0,0,1
36,male,45936,bachelor,7,swimming,1033,rural,7,232,winter,1,0,0
22,female,110755,bachelor,6,hiking,3230,rural,183,266,spring,1,0,1
52,male,29104,doctorate,7,hiking,2476,suburban,195,224,spring,0,1,1
42,female,52890,master,1,hiking,4082,urban,30,122,fall,1,1,1
67,female,94397,master,8,swimming,586,urban,228,44,fall,1,0,0
55,female,85589,doctorate,3,swimming,1183,rural,98,250,fall,0,0,0
26,female,52115,high school,0,sunbathing,3552,rural,74,67,summer,1,1,0
24,non-binary,119416,bachelor,3,skiing,3587,suburban,188,108,summer,0,0,0
35,male,109933,master,8,swimming,4575,suburban,67,276,winter,0,0,0
19,male,24630,master,6,hiking,4705,urban,265,73,spring,0,1,0
69,female,81719,high school,0,hiking,2258,suburban,94,134,fall,0,0,1
27,male,62256,bachelor,9,hiking,2843,urban,52,238,spring,1,1,1
61,male,38874,doctorate,6,hiking,4948,rural,243,192,fall,1,0,0
19,male,90195,doctorate,8,skiing,4301,suburban,175,275,winter,0,1,1
62,non-binary,81997,master,4,skiing,4188,rural,246,141,winter,1,1,0
25,female,24304,master,1,skiing,1325,rural,115,6,summer,1,1,0
24,non-binary,105582,high school,0,swimming,2423,urban,96,252,spring,1,1,0
52,male,27186,bachelor,7,skiing,2411,suburban,22,114,spring,0,1,1
40,male,104292,doctorate,7,swimming,2357,urban,98,214,summer,1,1,0
25,non-binary,90928,high school,2,swimming,1899,urban,106,183,summer,0,0,0
38,female,32640,master,0,hiking,3768,suburban,157,104,fall,0,1,0
50,male,62086,high school,5,sunbathing,4355,suburban,181,19,spring,1,1,0
64,non-binary,111928,doctorate,9,sunbathing,3385,suburban,237,21,summer,1,1,0
18,non-binary,90388,bachelor,5,sunbathing,1422,urban,145,18,fall,0,1,0
29,female,65559,bachelor,0,hiking,1607,urban,193,225,winter,0,1,1
28,non-binary,54592,master,5,hiking,1892,rural,57,30,summer,0,1,0
65,non-binary,26816,doctorate,3,sunbathing,2983,suburban,290,39,summer,0,1,0
47,non-binary,108091,bachelor,6,sunbathing,2407,suburban,98,38,fall,1,0,0
21,male,42633,bachelor,0,swimming,761,urban,123,136,spring,1,0,0
51,male,76872,doctorate,6,skiing,4123,urban,62,179,winter,0,0,1
40,female,68374,master,3,swimming,4761,rural,143,110,winter,1,1,0
49,non-binary,62116,high school,4,sunbathing,4050,suburban,140,257,fall,0,0,0
20,non-binary,108660,doctorate,9,hiking,1765,urban,82,85,spring,0,1,1
45,male,27453,doctorate,7,hiking,4721,suburban,105,44,spring,0,0,0
21,male,48333,doctorate,1,hiking,1928,urban,109,215,winter,1,1,1
67,male,25209,master,4,skiing,1901,rural,261,58,winter,0,0,0
29,female,38487,bachelor,7,skiing,795,suburban,76,194,winter,0,1,1
41,male,89378,high school,7,sunbathing,1398,urban,237,37,summer,0,1,0
50,non-binary,107508,bachelor,6,skiing,2003,rural,128,132,fall,0,0,1
20,non-binary,77844,high school,7,swimming,2106,rural,212,53,summer,0,0,0
21,non-binary,79403,master,5,sunbathing,4601,suburban,180,98,fall,1,0,0
47,female,53926,doctorate,1,swimming,1748,urban,13,103,winter,0,0,0
23,non-binary,96569,bachelor,4,sunbathing,3125,rural,193,154,fall,1,0,0
66,non-binary,104535,high school,9,sunbathing,4499,rural,45,33,spring,0,1,0
47,non-binary,106246,doctorate,1,sunbathing,2342,urban,98,56,spring,0,0,0
25,male,32812,doctorate,2,hiking,2849,rural,194,93,summer,1,0,0
35,non-binary,93165,bachelor,6,swimming,2380,rural,10,161,summer,0,0,0
33,male,99696,high school,8,sunbathing,2174,rural,282,109,winter,0,0,0
23,male,69935,high school,1,hiking,4510,rural,39,27,fall,1,1,0
41,female,100091,bachelor,9,hiking,1557,suburban,80,267,summer,1,1,1
68,female,31879,high school,6,sunbathing,860,urban,53,138,spring,1,0,0
45,non-binary,32369,doctorate,5,sunbathing,3442,rural,207,58,spring,1,0,0
49,female,115363,doctorate,4,swimming,1292,urban,130,259,winter,1,0,0
42,male,99095,bachelor,9,skiing,2549,urban,76,66,summer,1,0,0
45,male,80368,high school,9,skiing,4966,urban,4,190,winter,1,0,1
38,non-binary,104150,high school,7,skiing,1474,rural,237,233,summer,1,1,0
25,non-binary,82624,high school,4,sunbathing,2222,urban,149,70,summer,0,0,0
53,non-binary,94022,bachelor,9,hiking,4669,suburban,202,31,spring,0,1,0
26,male,90807,doctorate,4,skiing,2310,urban,177,45,winter,0,0,0
57,male,116594,doctorate,5,sunbathing,1000,rural,100,0,winter,1,1,0
38,non-binary,95070,master,8,sunbathing,591,suburban,94,174,spring,1,1,0
68,non-binary,70409,master,9,swimming,4585,urban,181,70,spring,0,0,0
18,male,83803,master,4,sunbathing,3540,rural,282,48,fall,1,1,0
21,female,117919,high school,0,skiing,4679,rural,128,112,spring,0,0,0
27,male,50049,high school,2,sunbathing,2315,urban,5,195,summer,0,1,0
43,female,37885,high school,6,swimming,696,suburban,31,42,spring,1,0,0
57,non-binary,118355,doctorate,6,sunbathing,629,rural,180,207,fall,1,0,0
20,male,37968,master,9,sunbathing,533,rural,197,16,summer,1,0,0
61,non-binary,84990,master,2,skiing,1304,rural,112,263,fall,0,0,1
26,non-binary,70753,bachelor,2,skiing,4953,urban,268,138,winter,1,1,0
49,non-binary,100680,bachelor,3,sunbathing,791,urban,198,239,spring,1,1,0
20,male,70830,master,2,hiking,3052,rural,235,153,spring,1,0,0
21,male,96279,master,2,hiking,1212,urban,102,255,spring,1,1,1
23,female,104024,high school,7,sunbathing,3566,suburban,275,261,spring,1,0,0
26,male,80525,doctorate,0,skiing,2304,urban,292,228,spring,1,0,0
43,female,74970,doctorate,9,hiking,4657,urban,165,35,summer,1,0,0
19,female,73193,bachelor,9,hiking,1888,urban,24,82,fall,1,0,1
19,male,98085,bachelor,0,sunbathing,2642,suburban,150,31,winter,1,1,0
67,male,48566,bachelor,1,swimming,1990,rural,105,62,winter,0,0,0
38,non-binary,25545,bachelor,6,skiing,2314,suburban,107,138,fall,1,1,1
39,non-binary,56420,master,5,hiking,2791,urban,57,166,summer,0,1,1
20,male,54590,master,6,hiking,3580,rural,92,167,fall,0,1,1
52,female,43949,doctorate,1,swimming,3352,rural,161,206,fall,0,0,0
67,male,69861,master,9,hiking,2202,urban,174,212,summer,1,1,1
55,non-binary,59008,doctorate,5,skiing,4002,rural,198,71,spring,1,1,0
50,female,20556,high school,4,sunbathing,767,rural,49,163,spring,0,1,0
32,non-binary,68735,master,0,hiking,3377,rural,191,136,summer,0,0,0
28,male,51755,high school,9,hiking,4909,rural,266,258,fall,1,0,0
27,male,80582,high school,1,skiing,1804,urban,187,255,spring,1,0,1
53,male,57356,high school,7,sunbathing,3709,urban,116,31,spring,1,0,0
31,non-binary,111797,doctorate,7,swimming,2390,rural,297,192,summer,1,0,0
19,male,117613,doctorate,6,hiking,2566,urban,202,210,spring,1,0,1
62,male,52034,master,2,swimming,3945,rural,205,238,summer,1,0,0
65,male,74999,high school,0,skiing,4464,suburban,224,131,winter,1,1,0
61,non-binary,62082,bachelor,1,sunbathing,2732,urban,30,263,winter,1,1,0
54,non-binary,84462,bachelor,7,skiing,2075,urban,82,118,fall,1,1,1
68,male,101676,doctorate,8,hiking,3356,suburban,199,40,spring,0,1,0
46,non-binary,41671,doctorate,5,skiing,4798,rural,172,175,fall,1,1,1
52,female,36877,doctorate,3,skiing,1802,suburban,70,238,winter,1,0,1
37,female,43481,doctorate,3,sunbathing,4137,suburban,21,35,winter,1,0,0
38,female,26082,doctorate,9,swimming,3235,suburban,42,156,summer,0,0,0
51,female,56551,high school,5,hiking,1809,suburban,128,215,spring,1,1,1
66,male,25773,bachelor,0,skiing,2084,suburban,263,252,fall,0,0,0
60,female,66833,doctorate,5,hiking,3668,urban,61,105,winter,0,1,1
50,male,58078,bachelor,1,skiing,3643,rural,294,247,spring,0,1,0
36,male,42762,bachelor,4,sunbathing,3299,rural,244,205,summer,0,1,0
25,non-binary,90537,high school,9,swimming,1669,rural,234,149,summer,0,0,0
48,female,68711,master,8,hiking,1475,rural,135,169,winter,0,0,1
28,male,70359,bachelor,8,sunbathing,3393,rural,188,283,summer,1,0,0
25,non-binary,55587,doctorate,0,sunbathing,1799,urban,117,227,fall,0,0,0
42,male,32854,bachelor,3,swimming,3211,urban,129,91,spring,1,1,0
66,male,21138,high school,5,hiking,2836,suburban,79,4,summer,1,0,0
37,non-binary,70568,master,9,sunbathing,4329,rural,197,93,winter,0,0,0
55,male,58588,high school,7,swimming,3258,rural,264,256,spring,0,0,0
24,non-binary,36448,doctorate,3,hiking,2831,suburban,278,287,spring,0,0,1
30,female,46684,master,9,hiking,2396,urban,214,8,fall,1,1,0
56,male,47575,master,9,skiing,2200,urban,226,177,winter,0,0,0
60,male,42742,master,5,skiing,2731,rural,168,145,summer,0,1,0
27,female,88684,doctorate,4,skiing,4058,urban,216,85,fall,0,1,0
25,male,107516,doctorate,6,skiing,877,urban,99,186,fall,0,1,1
59,non-binary,30283,high school,3,hiking,4732,urban,181,126,fall,0,1,0
60,non-binary,109399,high school,9,sunbathing,2275,rural,177,58,summer,0,0,0
37,non-binary,118653,bachelor,6,skiing,4487,urban,29,218,fall,1,0,1
34,male,107974,bachelor,1,hiking,4140,urban,118,286,winter,0,1,1
28,female,32948,master,5,hiking,3539,urban,40,274,summer,0,1,1
33,male,34694,bachelor,2,swimming,2023,suburban,220,228,summer,0,0,0
54,female,119916,master,6,hiking,3166,rural,217,20,spring,1,1,0
59,female,106412,doctorate,7,swimming,4021,suburban,204,64,winter,0,0,0
49,male,32602,doctorate,0,hiking,1338,urban,157,230,spring,0,1,1
43,female,64797,doctorate,0,skiing,4725,suburban,190,71,fall,1,0,0
69,male,56633,doctorate,5,skiing,1105,suburban,51,53,fall,1,1,1
54,male,81296,master,9,sunbathing,3998,suburban,88,203,fall,1,1,0
69,male,49399,high school,9,hiking,1545,suburban,285,148,summer,0,1,0
26,male,71288,master,4,swimming,2037,urban,223,92,fall,0,1,0
52,non-binary,112409,high school,2,sunbathing,3418,rural,74,128,summer,1,0,0
20,male,109731,doctorate,6,sunbathing,1439,rural,73,168,fall,1,0,0
48,non-binary,68212,master,4,skiing,2965,urban,139,230,fall,0,0,1
59,male,50534,doctorate,1,sunbathing,1254,suburban,114,286,summer,0,0,0
24,female,106085,doctorate,0,swimming,3025,rural,66,254,winter,1,0,0
19,non-binary,23397,master,6,hiking,4298,rural,118,243,summer,0,1,1
42,male,106186,master,3,swimming,1749,urban,130,232,fall,1,0,0
57,male,92102,bachelor,8,swimming,1415,suburban,293,268,fall,0,0,0
29,female,41406,doctorate,1,hiking,1362,urban,112,13,summer,0,0,0
47,female,102760,master,6,swimming,3747,rural,61,259,winter,0,1,0
47,male,104993,bachelor,4,swimming,1660,suburban,207,15,fall,0,0,0
46,female,50164,master,1,skiing,4649,urban,87,101,summer,1,0,1
58,female,53286,high school,4,skiing,2274,rural,169,90,fall,0,0,0
28,non-binary,46112,bachelor,1,swimming,906,rural,239,238,fall,1,0,0
68,female,106662,bachelor,7,sunbathing,4911,urban,154,37,fall,1,0,0
69,female,105000,master,7,sunbathing,3280,suburban,283,254,fall,0,1,0
40,non-binary,71672,bachelor,4,sunbathing,3005,suburban,90,258,summer,1,0,0
34,male,119887,bachelor,5,sunbathing,3895,suburban,147,289,spring,0,1,0
30,non-binary,106838,master,9,hiking,2942,suburban,135,12,summer,1,1,0
50,female,90348,high school,4,hiking,772,urban,231,270,summer,0,1,1
18,non-binary,77465,high school,2,skiing,4394,rural,163,138,spring,1,0,0
57,female,41829,doctorate,4,sunbathing,582,rural,234,235,summer,1,1,0
30,non-binary,99341,bachelor,9,skiing,1081,suburban,11,108,summer,1,1,1
55,non-binary,54381,doctorate,0,skiing,1057,urban,40,124,winter,0,0,1
20,male,53072,doctorate,3,skiing,4852,suburban,28,104,fall,1,1,1
33,female,85045,doctorate,7,swimming,4618,rural,247,73,winter,1,1,0
59,non-binary,84755,doctorate,2,hiking,4976,rural,286,179,fall,0,1,0
24,non-binary,67363,bachelor,3,hiking,3927,suburban,17,16,spring,1,1,0
20,female,107132,high school,5,hiking,3369,suburban,282,254,spring,1,0,0
31,non-binary,43617,high school,4,sunbathing,1615,urban,211,190,winter,0,1,0
33,male,59453,doctorate,5,sunbathing,2529,urban,82,207,winter,1,0,0
21,female,81976,bachelor,5,sunbathing,4361,rural,236,126,fall,0,0,0
